loan_id,age,income,credit_score,loan_amount,employment_years,num_defaults,has_collateral,default_risk
96,32,25283,542,36560,28,1,0,0
97,55,140901,554,44014,15,2,0,0
98,52,126538,485,12142,8,3,1,1
99,27,222842,715,24865,18,1,0,0
100,62,124033,812,1000,9,1,1,0
101,30,135747,778,6117,8,3,0,0
102,61,93385,503,40720,3,1,0,0
103,21,153780,715,18003,24,5,0,0
104,60,130346,777,8367,0,5,1,1
105,60,169071,608,28441,19,1,0,0
106,60,70029,659,17163,7,3,1,1
107,54,79427,469,17937,8,1,0,1
108,44,86568,674,36089,27,2,0,1
109,56,132698,554,7573,5,4,0,1
110,34,187139,667,11419,5,1,0,0
111,60,82811,509,27311,10,0,1,0
112,48,77944,698,39541,15,1,0,0
113,43,109919,742,43572,8,5,1,1
114,46,92674,579,15024,0,1,0,1
115,49,150745,547,39060,4,2,1,0
116,22,31861,455,13237,23,3,1,1
117,27,61772,626,52393,12,0,0,0
118,33,76736,597,7993,16,1,0,0
119,26,28085,510,44927,9,1,1,1
120,42,46220,690,15152,6,5,0,1
121,54,58387,609,55198,27,5,1,1
122,53,96201,553,33869,10,4,1,1
123,44,174303,600,9759,8,1,1,0
124,63,98813,746,17166,21,3,1,0
125,49,53736,704,36717,5,3,1,0
126,24,113715,638,40789,6,5,1,1
127,59,150571,705,23939,12,0,0,0
128,49,48643,545,25669,12,4,1,1
129,52,49780,652,36375,14,1,0,0
130,49,131205,663,26976,30,3,0,1
131,48,82355,607,5597,15,5,1,1
132,25,144072,689,12805,0,0,1,1
133,48,102505,579,28526,14,0,1,0
134,60,130070,695,43232,12,4,0,0
135,36,42533,699,49239,12,0,0,0
136,51,106873,387,36692,14,4,1,1
137,22,100642,757,29309,11,3,0,0
138,38,57138,375,36232,11,2,1,0
139,42,53310,594,14998,17,5,0,1
140,70,144316,742,22701,7,5,1,1
141,31,78657,621,12638,3,1,0,1
142,34,34273,518,6268,39,0,0,0
143,41,102091,551,30003,5,0,1,0
144,70,157716,742,27782,12,0,1,0
145,63,26677,477,35314,0,5,1,1
146,22,25103,751,33191,13,3,1,0
147,32,55420,645,28639,3,4,0,1
148,62,190239,542,33349,8,1,1,0
149,23,121091,597,24359,21,5,0,1
150,63,144014,558,31193,16,4,1,1
151,35,36855,727,14107,17,4,0,1
152,66,32826,715,30545,0,2,0,1
153,35,124619,495,35026,28,4,0,1
154,42,107628,613,14954,1,3,1,1
155,54,147950,572,25777,25,2,1,1
156,27,96188,766,15645,21,3,0,1
157,48,127464,528,17102,17,1,1,0
158,46,109306,794,8126,4,5,1,1
159,60,136351,647,43986,13,4,1,1
160,70,139646,545,40985,7,4,1,1
161,54,24198,589,33061,12,4,0,1
162,41,47027,577,54582,9,2,0,1
163,41,151020,535,22161,0,5,1,1
164,41,174062,658,70476,22,1,0,0
165,61,44193,539,21587,11,3,1,1
166,37,37452,453,28827,7,0,0,0
167,29,113278,615,19033,6,1,0,0
168,37,152615,487,30584,15,3,1,1
169,22,199046,582,37534,3,2,1,1
170,26,126866,568,23291,0,5,1,1
171,25,89052,571,51650,15,3,1,1
172,59,54470,830,28587,16,2,0,1
173,57,95795,655,29057,10,2,1,0
174,55,79063,672,11365,1,3,0,0
175,44,53088,490,31277,12,4,0,1
176,56,225191,591,22989,0,1,1,1
177,29,199999,669,15876,2,3,0,0
178,66,163692,557,13352,5,3,1,1
179,46,58941,731,65076,19,0,0,0
180,67,160335,541,21047,8,5,1,0
181,28,140334,624,3145,7,3,0,0
182,45,124946,597,14526,29,1,0,0
183,55,179457,664,24226,15,3,0,1
184,45,141785,592,33200,15,4,0,1
185,43,156136,625,33321,8,5,1,1
186,29,139902,628,35149,6,0,1,0
187,40,113094,583,15327,0,2,0,1
188,32,20000,693,30106,20,1,1,1
189,36,122596,671,11859,16,3,0,1
190,55,89588,642,15705,10,3,1,1
191,52,36371,611,11234,10,2,1,1
192,51,190229,721,7174,18,5,0,0
193,39,207462,628,40963,0,3,1,1
194,68,167501,622,35329,6,2,0,0
195,25,111240,659,39649,1,0,0,0
196,38,181053,802,25589,27,1,0,0
197,26,102474,529,36652,19,5,1,1
198,37,115604,719,1000,0,2,0,0
199,69,46284,479,37946,0,5,0,1
200,39,128541,669,27656,10,3,0,1
201,66,119429,791,34406,7,3,0,0
202,45,37335,693,30700,0,2,1,0
203,55,107463,665,10194,29,3,1,0
204,43,84412,599,2529,14,0,0,0
205,34,198981,652,14319,16,0,0,0
206,59,145199,627,33473,5,2,0,0
207,69,95849,579,35351,18,3,0,1
208,34,111035,623,4480,8,3,1,0
209,59,104647,667,10283,9,2,0,0
210,34,101674,580,14151,17,1,0,0
211,56,37561,577,19640,0,4,1,0
212,60,97314,527,4569,26,3,1,1
213,43,61955,685,3669,13,0,0,0
214,57,36735,699,12672,23,2,0,1
215,34,139860,670,26293,2,4,1,1
216,24,129845,736,7291,3,4,0,1
217,25,40699,657,23262,1,1,0,0
218,43,97322,685,40878,14,5,1,1
219,66,151705,677,5473,12,3,1,0
220,27,158817,641,21903,7,2,1,0
221,43,160795,602,40371,2,3,0,1
222,56,108454,849,18725,0,5,0,1
223,31,51959,609,16394,11,1,0,0
224,57,48828,590,42452,7,0,1,0
225,36,124917,689,20406,5,2,1,0
226,61,145050,672,41567,25,0,0,0
227,49,187598,523,31434,11,5,1,1
228,48,155922,751,19857,23,5,0,1
229,29,95757,641,32195,7,3,0,1
230,44,27970,550,29806,14,5,1,1
231,63,83520,756,40313,11,0,0,0
232,21,118929,706,16774,0,3,0,0
233,58,104037,536,25618,24,2,0,0
234,45,68826,809,24077,10,1,1,1
235,56,113041,709,35562,18,1,0,0
236,54,61363,649,9622,5,3,0,0
237,42,70724,793,40254,10,3,1,0
238,36,112850,664,31994,4,0,0,0
239,52,79659,647,5246,23,3,0,0
240,28,110799,590,43123,14,5,1,1
241,50,118588,702,58511,15,0,1,0
242,25,31116,692,40027,24,5,1,1
243,53,67997,651,46404,22,3,0,0
244,52,197516,578,26280,18,2,1,0
245,25,33691,661,1000,0,4,0,0
246,58,21225,643,1000,5,3,0,1
247,41,44695,529,28826,2,4,0,0
248,60,129767,517,16120,18,0,0,1
249,23,97250,700,11281,13,0,0,0
250,29,95878,415,24058,0,3,0,1
251,45,171476,668,34233,10,1,0,0
252,30,43829,606,3208,0,1,0,1
253,37,117890,767,18266,11,2,1,0
254,54,185012,605,47648,0,4,1,1
255,28,52009,709,8870,16,1,0,0
256,54,88537,614,38046,15,5,1,1
257,26,62462,660,17729,29,2,1,1
258,29,56974,716,33186,19,0,1,0
259,50,76870,608,41459,8,0,0,0
260,60,178036,739,36119,19,5,0,1
261,29,199330,560,38637,0,0,0,0
262,35,89220,676,7726,3,2,0,0
263,67,200572,733,41704,14,4,0,1
264,70,110639,709,12209,0,3,1,0
265,50,205170,822,28893,11,1,0,0
266,43,101344,581,28873,2,0,1,0
267,38,114694,525,32276,12,4,1,1
268,51,124611,560,30054,2,2,0,1
269,50,250000,709,12342,15,0,1,0
270,35,143918,694,4751,12,1,0,0
271,22,70399,659,38085,24,3,1,1
272,28,155092,548,27787,12,1,1,0
273,68,102747,719,42240,5,2,1,1
274,41,91873,539,24329,9,0,0,0
275,45,155788,754,3922,0,4,0,1
276,44,100526,850,39491,15,3,0,0
277,60,110725,682,19444,17,4,0,0
278,24,115262,702,30130,34,0,0,0
279,25,124771,605,15288,6,2,1,0
280,34,131150,487,49664,9,1,0,1
281,45,20000,595,11851,6,3,0,1
282,54,147414,551,19938,13,4,1,1
283,45,57078,519,26611,15,1,0,1
284,43,21116,805,8617,11,4,0,1
285,67,98160,674,29957,21,3,1,1
286,29,111518,684,49178,6,4,1,1
287,49,69010,622,17643,20,0,1,0
288,48,146291,634,30927,16,5,0,1
289,44,33706,736,1000,11,2,1,0
290,61,81618,647,24416,9,1,0,0
291,34,75514,697,20304,33,1,0,0
292,68,114325,632,12722,4,5,0,1
293,37,99106,619,41221,14,5,1,1
294,48,50189,523,20106,5,0,0,0
295,47,144435,472,22337,28,2,0,0
296,63,110675,626,19342,19,4,0,1
297,42,27024,655,1000,5,3,0,0
298,35,20000,534,8020,16,1,0,0
299,22,106975,646,39416,14,2,0,0
300,39,107217,654,1000,7,2,0,0
301,62,87299,455,13505,18,1,1,0
302,21,110440,567,19004,15,5,1,1
303,65,114212,686,51154,13,1,1,1
304,48,154259,684,36529,11,4,1,1
305,28,38243,546,16642,15,5,1,1
306,36,40794,664,44567,14,4,1,1
307,48,57999,742,13892,12,4,0,0
308,36,124829,719,40136,6,0,1,1
309,26,184217,641,4616,27,0,0,0
310,54,91773,607,41098,2,4,1,1
311,54,33512,593,18907,15,4,0,0
312,26,43951,692,9572,9,4,0,1
313,35,64776,667,21742,27,2,1,1
314,33,82342,706,29160,3,3,0,1
315,53,81186,661,17578,5,0,0,0
316,57,107557,723,33309,3,1,1,0
317,57,83052,658,16255,14,3,0,0
318,67,168005,720,34305,0,0,0,0
319,59,60082,728,31633,7,0,1,0
320,37,65985,577,24086,0,0,1,1
321,26,128614,487,18379,14,1,0,0
322,51,39369,788,27273,7,5,0,1
323,66,131465,673,33253,0,4,1,1
324,69,124948,495,55926,21,5,0,1
325,32,103104,585,39091,0,1,0,0
326,32,175807,719,39639,19,3,0,1
327,22,71797,624,71327,5,5,1,1
328,28,203788,603,32739,26,2,0,1
329,48,89017,776,32269,18,3,0,1
330,48,50045,555,35560,2,4,0,1
331,39,113770,578,9865,3,4,0,1
332,36,42905,669,18341,17,5,1,1
333,62,57422,685,17407,9,3,0,0
334,44,126106,694,34714,10,3,0,0
335,61,124435,732,22387,23,5,0,0
336,69,66966,667,27073,5,4,1,1
337,36,159334,694,41311,12,2,1,1
338,31,175010,626,37947,20,3,1,1
339,68,185275,655,22574,19,3,0,1
340,52,114463,659,14950,10,1,0,0
341,35,179014,669,42029,9,3,0,0
342,52,30576,719,36608,0,3,0,1
343,46,91620,699,1000,2,5,1,1
344,66,72410,653,20302,14,3,1,1
345,33,94752,577,27482,10,0,0,0
346,70,70269,656,36682,12,5,1,0
347,67,101003,647,38651,21,3,1,1
348,30,191161,667,29258,1,1,0,0
349,29,107896,848,33778,9,4,1,1
350,47,129669,602,25962,13,2,0,1
351,23,99577,688,14892,5,2,0,1
352,35,104405,746,21081,24,5,0,1
353,42,111825,658,25284,20,5,1,1
354,69,137084,850,24479,14,3,1,0
355,70,168040,615,1000,28,2,0,0
356,28,193362,679,19037,0,5,1,1
357,65,123416,578,25843,11,1,0,1
358,25,129044,618,20779,15,4,0,1
359,58,43398,672,21297,3,3,0,1
360,63,99165,726,32319,14,5,1,1
361,65,157432,678,8815,2,2,1,0
362,32,158460,763,1000,18,4,0,0
363,65,107640,641,19777,21,0,1,0
364,26,150534,620,36461,14,4,1,1
365,46,142615,850,50313,0,0,1,0
366,44,162066,685,36731,3,3,0,1
367,36,113612,585,2976,17,1,1,0
368,22,87943,587,21514,12,5,0,1
369,59,129386,565,28849,0,4,0,1
370,37,30091,734,27663,23,0,0,0
371,54,135733,617,33089,13,5,1,1
372,41,36854,661,11244,4,1,1,0
373,39,36734,644,25974,20,3,1,0
374,65,133149,715,31304,5,0,1,0
375,25,148690,573,37385,5,0,1,0
376,57,42329,553,12914,15,1,1,0
377,58,51585,670,19822,28,3,1,0
378,39,189786,704,1000,26,3,1,0
379,34,75925,679,15678,15,5,1,1
380,21,223616,577,17133,16,0,1,0
381,67,115374,710,9706,19,4,0,0
382,68,113603,583,27484,0,0,0,0
383,33,179871,603,24160,17,1,1,0
384,22,99067,565,1000,5,1,0,1
385,27,46022,767,28232,14,0,1,0
386,24,102755,707,11075,9,3,1,0
387,62,107323,704,32285,16,5,1,1
388,65,35561,762,5772,13,4,1,0
389,28,80265,850,25450,0,5,0,1
390,58,47553,496,20752,13,3,0,1
391,29,153962,583,29546,17,0,1,0
392,39,103042,594,26870,16,2,1,0
393,50,93828,573,21172,11,4,0,1
394,56,105040,553,1955,26,0,1,0
395,64,117819,623,2841,14,0,0,1
396,23,143463,540,16241,15,5,1,1
397,30,54348,680,24875,21,0,1,0
398,35,54556,654,15876,15,5,1,1
399,36,157357,693,34378,3,4,0,1
400,70,81915,695,20811,0,3,0,1
401,59,32189,704,10524,7,3,1,1
402,37,134863,616,20828,18,0,1,0
403,69,126175,840,28387,8,2,0,0
404,45,34169,671,29873,19,4,0,1
405,46,114919,482,53175,13,5,1,1
406,42,142677,559,14966,23,2,0,0
407,28,131290,493,23897,9,5,1,1
408,67,122234,651,31391,16,4,0,1
409,21,20903,639,24648,16,0,0,0
410,29,110521,607,17490,25,3,0,0
411,32,70443,830,1761,0,3,1,0
412,34,74226,699,17337,7,3,1,1
413,27,156698,715,8894,19,4,0,1
414,21,180381,566,1000,25,5,0,1
415,54,200785,560,13064,14,3,1,0
416,69,182740,653,9293,9,1,0,0
417,27,109859,665,33756,18,5,1,1
418,35,122964,482,34016,19,5,1,0
419,46,156085,633,11441,8,4,0,0
420,67,112098,651,21096,14,3,0,1
421,55,105164,630,1000,22,0,1,0
422,59,143491,576,17584,29,2,0,1
423,50,90043,601,30984,18,1,1,0
424,41,59605,634,37374,12,3,0,0
425,30,80375,658,14304,11,4,1,1
426,64,144707,704,40777,17,1,0,0
427,61,118922,747,2264,10,5,1,1
428,22,111803,623,6285,13,0,1,0
429,56,143320,608,35644,2,0,0,0
430,25,76995,689,50066,23,5,1,1
431,57,148499,704,32401,1,0,1,0
432,62,123839,610,24394,8,4,1,1
433,27,25524,721,1000,12,4,0,1
434,42,188146,738,1000,29,1,0,0
435,27,73869,766,26941,8,0,0,0
436,49,25728,810,19629,6,1,1,0
437,67,41576,572,8412,7,0,1,0
438,25,46160,651,25982,26,4,0,1
439,40,111162,651,26726,0,5,0,1
440,69,89108,641,39166,2,5,1,1
441,36,89944,591,27049,36,4,1,0
442,27,140428,516,43425,17,4,0,1
443,45,133407,658,25119,2,5,0,1
444,46,118849,580,23269,11,4,1,1
445,54,114699,657,40964,12,3,1,0
446,36,145883,578,10323,19,5,1,1
447,68,27348,551,67216,28,1,1,0
448,47,94782,671,30628,15,2,0,0
449,35,33067,663,30712,7,5,0,1
450,69,105843,702,32876,19,1,0,0
451,67,107545,846,53157,5,1,0,0
452,45,175497,674,36887,2,0,0,0
453,22,183966,693,1000,0,1,0,0
454,50,116200,553,46052,0,3,0,1
455,48,80012,534,19886,3,5,1,1
456,28,139079,792,26607,1,0,0,0
457,52,70517,566,5811,14,4,1,1
458,63,107591,556,32893,1,4,0,1
459,26,156564,646,15229,0,5,0,1
460,57,78228,641,26502,2,4,1,0
461,28,140630,568,20738,7,0,1,0
462,58,127846,622,53875,6,2,1,0
463,41,38289,760,54733,25,5,0,1
464,21,147189,577,25697,6,5,0,1
465,69,138004,524,25959,19,3,0,1
466,29,108004,734,19398,11,5,1,1
467,50,80474,694,41590,11,4,0,1
468,30,68738,594,20066,4,0,0,0
469,67,69074,507,18679,11,5,0,1
470,57,136266,582,39678,5,1,1,0
471,61,51572,645,16925,13,2,1,1
472,42,125693,754,24433,9,1,1,0
473,44,41289,556,1280,3,4,1,0
474,52,99238,642,35562,20,0,1,0
475,60,108041,710,54113,15,3,1,1
476,63,241879,435,35818,7,5,0,1
477,21,23553,743,46926,13,4,1,1
478,54,182330,543,12308,11,1,0,0
479,26,133647,679,28544,4,5,0,1
480,35,128371,672,10852,12,2,0,1
481,62,122678,747,21583,6,4,0,1
482,33,129079,699,36583,3,3,1,1
483,60,101577,436,26527,0,0,1,0
484,44,180882,579,3810,8,0,1,0
485,32,79671,662,5274,17,1,1,0
486,37,158206,632,4282,5,5,0,1
487,47,74612,692,32371,34,5,1,1
488,59,95024,721,55958,19,2,1,0
489,51,54046,704,45436,23,5,0,1
490,67,137569,630,1000,19,0,1,0
491,64,183800,483,46316,28,5,1,0
492,58,98648,609,39046,4,1,1,1
493,51,98295,687,1820,0,0,1,0
494,35,44012,551,20451,7,4,1,1
495,41,100445,706,41432,17,2,1,0
496,26,20000,731,33256,13,1,0,0
497,39,54388,661,5363,14,4,1,1
498,67,100979,374,34161,23,1,0,1
499,42,162287,534,1000,15,4,0,0
500,26,250000,819,21657,19,1,1,0
501,53,81364,600,42069,3,0,0,0
502,69,174596,471,25275,2,1,1,0
503,64,105776,761,17515,26,3,0,1
504,34,73342,651,38340,12,1,0,1
505,43,123362,749,39621,6,0,0,0
506,47,127613,674,44650,6,4,0,1
507,33,114273,691,38115,6,2,1,0
508,34,79085,682,41220,5,2,0,0
509,32,35319,712,35993,0,1,1,0
510,70,20000,850,28982,0,0,1,0
511,58,136915,737,26342,10,0,0,1
512,63,91268,507,21441,6,4,1,1
513,61,73015,690,6814,21,0,0,0
514,68,111771,752,10670,14,1,0,0
515,26,149490,758,20769,14,5,1,1
516,65,119814,611,28621,5,2,1,1
517,24,65050,754,46612,10,4,1,1
518,44,176562,733,24373,15,2,0,0
519,50,200937,850,40052,18,5,0,1
520,38,123202,582,41189,11,4,1,1
521,28,149015,604,21528,21,2,1,1
522,30,180888,622,33920,12,4,1,1
523,62,162798,605,21347,19,2,0,1
524,36,148470,569,44832,7,5,1,1
525,36,132872,401,34537,0,2,0,0
526,67,143922,610,7142,14,5,0,1
527,28,48441,683,27422,18,3,0,1
528,66,143853,605,49721,17,3,0,1
529,67,46336,824,22281,15,2,1,0
530,50,60389,651,31715,8,4,0,1
531,29,165907,766,33188,4,4,1,0
532,28,145521,673,9450,16,4,0,1
533,35,186705,724,32660,15,4,1,1
534,49,78210,675,4092,6,0,0,0
535,28,49606,773,15615,21,5,0,1
536,43,88065,655,41135,4,5,0,1
537,26,119539,694,30351,6,1,1,0
538,48,89991,682,20432,26,5,0,1
539,22,158224,624,31696,19,3,1,0
540,56,72540,686,24098,8,1,1,0
541,23,116871,850,25188,14,1,0,0
542,30,55078,625,34852,13,2,1,0
543,29,127207,687,14089,0,0,0,0
544,62,103134,763,25605,3,4,0,1
545,23,64360,752,20315,11,4,0,1
546,42,94244,651,1215,8,4,1,1
547,50,87261,435,11193,14,3,1,1
548,46,96470,696,48523,22,2,0,0
549,55,203295,450,30770,9,4,0,1
550,61,102911,782,5146,2,5,1,1
551,40,96646,665,1894,14,0,0,1
552,62,32371,739,23317,9,2,1,0
553,36,74333,568,48417,10,5,1,1
554,70,90491,510,22198,9,5,0,1
555,46,66535,673,44604,32,5,1,1
556,57,171510,646,30278,0,1,0,0
557,64,88082,605,32068,8,2,1,0
558,60,162686,657,4964,11,0,0,0
559,63,101128,850,39062,4,5,1,1
560,47,106387,725,19976,20,3,1,0
561,23,103012,744,37946,19,1,0,1
562,45,105607,725,12787,11,0,0,0
563,30,189111,783,27655,9,4,1,0
564,65,37201,632,30280,10,4,1,0
565,32,35915,465,22689,11,5,0,1
566,32,75206,633,31068,11,5,0,1
567,33,100538,723,21004,10,4,0,0
568,53,145616,562,15264,14,4,1,1
569,49,131340,634,49082,18,4,1,1
570,68,73241,587,40734,0,5,0,1
571,41,157955,785,13587,2,2,0,0
572,35,161180,717,33526,0,4,0,1
573,23,107465,708,13859,19,4,0,1
574,21,157058,705,7229,14,0,1,0
575,39,107674,646,40507,16,4,1,1
576,67,86211,667,1000,0,2,1,0
577,47,151618,543,38902,28,0,0,1
578,65,108786,453,21209,6,1,0,1
579,26,107976,663,21826,13,0,0,0
580,25,163050,679,31146,19,5,0,0
581,62,20749,758,33717,3,4,1,0
582,26,28221,791,12604,7,0,0,0
583,23,34100,791,35765,13,3,1,1
584,41,91642,560,26700,37,3,0,1
585,67,107610,618,6159,14,3,1,1
586,55,20587,693,22451,26,3,0,1
587,25,46578,850,45719,22,5,0,1
588,62,61688,783,50148,15,3,0,0
589,63,246902,750,35760,3,3,1,1
590,61,189811,615,7144,21,3,1,0
591,66,85374,570,32359,0,2,1,0
592,32,100481,721,37762,26,5,1,1
593,69,31451,550,35885,13,2,0,1
594,37,20000,628,36774,0,4,0,1
595,61,95474,639,30448,8,3,0,1
596,49,48447,793,23913,17,4,0,1
597,59,107045,618,15874,9,4,0,1
598,52,31933,430,1000,18,4,0,1
599,53,50795,695,30094,4,3,1,1
600,51,116924,587,27790,0,3,0,1
601,59,119605,653,33363,11,3,0,1
602,57,137112,642,4936,12,2,0,1
603,27,30652,625,34675,8,4,1,1
604,62,144778,721,55818,23,5,1,1
605,47,67317,512,26176,4,4,1,1
606,37,144328,603,24075,14,4,0,1
607,46,108025,711,29635,12,4,0,1
608,69,20000,594,55485,0,2,0,1
609,63,92703,505,9645,0,0,1,0
610,62,115906,710,28048,12,2,0,1
611,44,139061,751,13005,29,4,0,1
612,60,86207,645,16794,17,4,0,0
613,40,188988,473,24256,0,3,0,0
614,55,151440,713,45209,0,4,0,1
615,52,81264,500,52014,18,0,1,0
616,33,150091,677,31722,11,3,1,1
617,34,208456,570,19351,22,4,0,1
618,24,203012,545,62391,4,3,0,1
619,27,52139,610,18586,15,4,1,0
620,42,52831,633,16432,19,2,1,0
621,44,183214,592,1000,7,3,1,1
622,29,51591,702,45941,8,3,1,0
623,41,30609,609,39523,12,4,0,1
624,51,83243,738,61267,16,1,0,0
625,32,122792,675,4157,11,1,0,0
626,37,96330,587,46872,20,2,0,1
627,39,81746,572,26052,7,1,0,0
628,46,61278,501,37091,0,2,0,1
629,39,48299,676,1000,29,2,1,0
630,57,71712,618,47021,6,1,1,0
631,37,245180,436,36797,6,2,1,0
632,42,117375,601,24416,11,3,0,1
633,39,136059,568,34676,12,4,0,1
634,30,76839,791,13517,8,1,1,0
635,55,92946,496,16308,11,5,1,1
636,32,66018,520,18048,11,2,1,0
637,35,21092,749,1000,13,4,1,1
638,60,37289,772,37926,0,0,0,0
639,68,34196,582,42873,28,1,1,1
640,54,20000,593,14479,10,2,0,1
641,66,47836,705,30223,17,2,0,0
642,63,190980,440,21016,0,2,1,1
643,45,104041,482,29924,7,0,0,0
644,59,170054,624,15586,5,2,0,1
645,37,125439,789,11748,25,4,0,1
646,44,151005,610,40781,6,4,0,1
647,47,43856,659,24041,18,1,0,1
648,69,133822,752,55331,6,2,0,0
649,63,140132,839,25694,7,3,0,0
650,45,89508,598,11108,9,3,1,1
651,53,132981,648,43404,23,4,0,1
652,31,148067,813,34462,0,2,1,0
653,61,67317,513,35903,0,4,0,1
654,48,50752,742,42859,0,5,1,1
655,47,45387,558,15208,2,1,0,0
656,59,102588,659,23091,4,4,0,1
657,52,123586,628,22428,0,1,0,0
658,24,73091,563,5638,5,2,1,0
659,35,103804,561,21046,0,3,1,0
660,29,121416,674,45045,2,3,1,1
661,57,137313,739,28560,22,3,1,1
662,22,179253,638,4809,15,1,1,0
663,31,169302,656,1662,13,0,0,0
664,50,51778,701,49971,2,5,0,1
665,55,179742,562,23645,0,5,1,0
666,46,64197,716,15288,1,5,1,1
667,64,163711,723,20890,11,3,0,0
668,66,104386,850,2840,19,5,1,1
669,27,62843,616,46346,20,2,1,0
670,68,36278,608,19104,17,0,0,0
671,51,98171,719,45511,5,1,1,1
672,52,24289,723,25774,12,1,1,1
673,25,145247,601,46442,9,2,0,0
674,52,191316,613,28850,10,5,1,1
675,57,65956,698,37798,30,1,1,0
676,50,139912,575,35786,0,3,1,1
677,25,70278,613,34349,9,1,1,0
678,47,75106,658,30219,22,3,1,0
679,67,144325,739,21507,0,3,1,1
680,57,109510,595,53731,6,0,1,1
681,27,201331,484,11395,7,2,0,0
682,68,89695,477,25064,9,0,0,0
683,68,153293,536,25223,0,5,0,1
684,29,106630,531,31036,17,4,0,1
685,61,142945,636,18557,17,5,1,1
686,41,87849,543,29721,16,5,1,1
687,50,114384,586,22467,4,1,0,1
688,43,95264,580,1270,12,4,0,1
689,60,57708,610,25143,3,0,1,0
690,70,142270,769,8491,9,5,0,1
691,60,137170,709,1000,31,4,1,0
692,67,143777,651,27053,12,4,0,1
693,68,167675,608,32318,1,5,0,1
694,25,174476,611,32900,13,5,0,0
